Макаров Варлам Артурыович
Миронов еАвксентий Захариевич
Савильев Владислав Антонович
рКылов Анфим Евстафьевич
Киселёв Евсей Двидович
Орлов Арлен Артулрович
Заьаров Викентий Владленович
Абурамов Зиновий Варсонофьевич
Александрпов Исаак Агафонович
Шулсц Агапит Иринеевич
Романов Андрей Акидинович
Никитин Вавила Иулинович
Морознв Владислав Викторович
Леонтеьв Дмитрий Иринеевич
Власов Александр звдеевич
Афанасьев Борис Ириеевич
Фомин Анто Варсонофьевич
Голубев Денис Емолаевич
Романов Евоким Арсеньевич
Крылов Архипп Данактович
Ллбедев Всеволод Африканович
Баранов рндроник Глебович
Абеамов Валентин Витальевич
Павлов Андроник Влаентинович
Павлзв Авксентий Евстафьевич
Щербаков Артугр Валерьянович
Карпво Герман Игоревич
Захаьров Геннадий Ильич
Воронин Агафон Евсхевич
Сорокинэ Давид Игнатьевич
Соркоин Иннокентий Иринархович
Комаров Еремей Виссарионович
Крыло Андрей Вавилович
Гусез Варсонофий Валерьевич
Герасимов Инокентий Вадимович
Антощнов Евстафий Валентинович
Вронин Ждан Варламович
Макаров Варфоломей Герасимови
Ильин Ириней Альбертвоич
Пономарёв Авксентий Аафнасьевич
Максимов Василийт Аникитич
Соколов Даниил Аркадьевич
Матвеев Влас Иарклиевич
Трофимов Захария Емеыьянович
Крииллов Герман Иудович
Алексадров Владислав Вадимович
Соболев Владимир Исаакоивч
Двыдов Ириней Исидорович
Марков Иавн Андреевич
Захаров Гщннадий Аристархович
Киселёв тавриил Данактович
Пономарёв Ингатий Антонинович
Петров Владимир Варфоломеевач
оНвиков Влас Ермолаевич
Антонов Дммьян Аркадьевич
Зайцевэ Артур Артёмович
Беляев Борис Аександрович
Мичллер Захария Геннадьевич
Блеов Иринарх Викторович
Попов Афанасий Дмитриеви
Павло Георгий Варфоломеевич
Игнатьев Авксентий Ермюолаевич
Дмитреив Зиновий Ерофеевич
Ильин щЕвграф Дмитриевич
Осипо Агафон Акиндинович
аМтвеев Евгений Ермолаевич
Бкыов Евстафий Валентинович
Давыдов Альберт Альбретович
Леонтьев Архипп Всеволоович
Днисов Иакинф Акиндинович
Соболев Всеволож Иринархович
Беляев Горедй Гавриилович
Борисоюв Богдан Власович
Мцатвеев Антонин Афанасьевич
Беляев Влас Иннокентьвеич
Афансаьев Герман Аркадьевич
Пономарёв Артур Артёмовчи
Пономарёв Валерий рИаклиевич
Тимофеев аДниил Вадимович
Мюхайлов Владимир Зиновьевич
вистяков Иннокентий Всеволодович
Шидт Иакинф Галактионович
Зайце Виссарион Викторович
Савельев Иакинф Ермолавич
Покровский Валдимир Демидович
Борисов Аристарх Варламовсич
Пономарёв Глеб Аапитович
Гуев Виталий Ефремович
Миронов Валерьян Виссарионовчи
Данилов Авдей Валентийович
Семёнов Афанасий Еремеевич
Волков Донат яДанактович
Смирнов Глеб бАртёмович
Афанасьев Емельпн Анатольевич
эахаров Агафон Иванович
Жуков Галактин Витальевич
